Título, Ano, Proposta, Mercado
Once Upon A Time: Little Red Riding Hood,1991,"Educative message broadcasting
Training","Entertainment
Education"
Brer Rabbit and the Wonderful Tar Baby,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
Bush Buck: Global Treasure Hunter,1991,Educative message broadcasting,"Entertainment
Education"
Cartoon Jukebox,1991,Educative message broadcasting,"Entertainment
Education"
Change Maker,1991,Educative message broadcasting,"Entertainment
Education"
Crosscountry Canada,1991,Educative message broadcasting,"Entertainment
Education"
Dusk of the Gods,1991,Educative message broadcasting,"Entertainment
Education"
EcoQuest: The Search for Cetus,1991,Educative message broadcasting,"Entertainment
Ecology"
Fantastic Fossils,1991,Educative message broadcasting,"Entertainment
Education
Ecology"
Goofy's Railway Express,1991,Educative message broadcasting,"Entertainment
Education"
Handy Caps,1991,Educative message broadcasting,"Entertainment
Education"
Headline Harry and The Great Paper Race,1991,Educative message broadcasting,"Entertainment
Education"
King of Kings: The Early Years,1991,Subjective message broadcasting,"Entertainment
Religious"
Mickey's Colors & Shapes,1991,Educative message broadcasting,"Entertainment
Education"
Mickey's Crossword Puzzle Maker,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
Mickey's Jigsaw Puzzles,1991,Educative message broadcasting,"Entertainment
Education"
Mickey's Runaway Zoo,1991,Educative message broadcasting,"Entertainment
Education"
Moses: Bound for the Promised Land,1991,Subjective message broadcasting,"Entertainment
Religious"
Nederland,1991,Educative message broadcasting,"Entertainment
Education"
Oeka Kids: Anpanman no Hiragana Daisuki,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
Once Upon A Time: Abracadabra,1991,Educative message broadcasting,"Entertainment
Education"
Panoplia: The Full Armor of God,1991,Subjective message broadcasting,"Entertainment
Religious"
Patton Strikes Back: The Battle of the Bulge,1991,Educative message broadcasting,"Entertainment
Education"
Pilgrim Quest,1991,Educative message broadcasting,"Entertainment
Education"
Provincies,1991,Educative message broadcasting,"Entertainment
Education"
Richard Scarry's Best Neighborhood Disc Ever!,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
Richard Scarry's Busiest Neighborhood Disc Ever!,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
School House: 30 Educational Programs,1991,Educative message broadcasting,"Entertainment
Education"
The Secret Codes of C.Y.P.H.E.R.: Operation Wildlife,1991,Educative message broadcasting,"Entertainment
Education
Ecology"
Sesame Street: Numbers,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
Spelunx and the Caves of Mr. Seudo,1991,Educative message broadcasting,"Entertainment
Education
Ecology"
Tell Me Why One,1991,Educative message broadcasting,"Entertainment
Healthcare
Education
Ecology"
Tell Me Why Two,1991,Educative message broadcasting,"Entertainment
Healthcare
Education
Ecology"
Where in America's Past is Carmen Sandiego?,1991,Educative message broadcasting,"Entertainment
Education"
Adi Environnement 3eme,1991,"Educative message broadcasting
Training","Entertainment
Education"
Adi Mathematiques 3eme,1991,"Educative message broadcasting
Training",Education
Adi Francais Cm1,1991,"Educative message broadcasting
Training",Education
Adi Francais Ce2,1991,"Educative message broadcasting
Training",Education
Adi Environnement Cm2,1991,"Educative message broadcasting
Training",Education
Adi Environnement Cm1,1991,"Educative message broadcasting
Training",Education
Adi Environnement Ce2,1991,"Educative message broadcasting
Training",Education
Adi Mathematiques Ce2,1991,"Educative message broadcasting
Training",Education
Adi Mathematiques Cm2,1991,"Educative message broadcasting
Training",Education
Waialae Country Club / True Golf Classics: Waialae Country Club,1991,Training,"Entertainment
Education"
Destination: Mars!,1991,Educative message broadcasting,"Entertainment
Education"
Blue Code,1991,Marketing & Communication message broadcasting,Advertising
Rody VI,1991,"Educative message broadcasting
Training","Entertainment
Education"
Rody V,1991,"Educative message broadcasting
Training",Education
Electric Crayon 3.0: Inspector Gadget: Safety Patrol,1991,Educative message broadcasting,"Entertainment
Education"
Roberta Williams' Mixed-Up Mother Goose,1991,"Educative message broadcasting
Licensed title","Entertainment
Education"
Schoolhouse,1991,Educative message broadcasting,"Entertainment
Education"
Adi Anglais 6ème,1991,"Training
Licensed title",Education
Dactylo Mania (dacmania),1992,Training,"Entertainment
Education"
Mick and Mack as the Global gladiators,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Wally Bear and the NO! Gang,1992,Informative message broadcasting,"Entertainment
Healthcare"
Captain Novolin,1992,"Educative message broadcasting
Marketing & Communication message broadcasting
Storytelling","Entertainment
Healthcare"
Chester Cheetah: Too Cool to Fool,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Mario Teaches Typing,1992,"Training
Licensed title","Entertainment
Education"
Spiritual Warfare,1992,Subjective message broadcasting,"Entertainment
Religious"
Pushover,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
L'Ange et le Démon,1992,Educative message broadcasting,"Entertainment
Culture & Art"
Time Riders in American History,1992,Educative message broadcasting,"Entertainment
Education"
Math Rescue,1992,"Training
Storytelling","Entertainment
Education"
Word Rescue,1992,"Educative message broadcasting
Training","Entertainment
Education"
Treasure Cove!,1992,"Educative message broadcasting
Storytelling","Entertainment
Education"
Treasure Mathstorm!,1992,"Educative message broadcasting
Training","Entertainment
Education"
The Island of Dr. Brain,1992,"Educative message broadcasting
Training","Entertainment
Education"
Abenteuer Atlantis,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Town & Country Surf Designs II: Thrilla's Surfari,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Ford Simulator III,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Harald Hårdtand: Kampen om de rene tænder,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Monster In My Pocket,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Vision: The 5 Dimension Utopia,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Bible Builder,1992,"Subjective message broadcasting
Training","Entertainment
Religious"
David and Goliath,1992,Subjective message broadcasting,"Entertainment
Religious"
ABC Jumble,1992,Educative message broadcasting,"Entertainment
Education"
Advanced Thinking Skills,1992,Educative message broadcasting,"Entertainment
Education"
Zombie Dinos From Planet Zeltoid,1992,Educative message broadcasting,"Entertainment
Education"
A Visit to Sesame Street: Letters,1992,"Educative message broadcasting
Licensed title","Entertainment
Education"
Columbus Discovery,1992,Educative message broadcasting,"Entertainment
Education"
"Dr. Livingstone, I Presume?",1992,Educative message broadcasting,"Entertainment
Education
Ecology"
Expert School of Knowledge,1992,"Educative message broadcasting
Training","Entertainment
Education
Ecology"
Freedom!,1992,"Educative message broadcasting
Informative message broadcasting","Entertainment
Education
Humanitarian & Caritative"
Add It!,1992,Educative message broadcasting,Education
Joshua & the Battle of Jericho,1992,Subjective message broadcasting,"Entertainment
Religious"
The Manhole: New and Enhanced,1992,Educative message broadcasting,"Entertainment
Education"
Mega Math,1992,Educative message broadcasting,"Entertainment
Education"
Millie's Math House,1992,Educative message broadcasting,"Entertainment
Education"
Moses: The Exodus,1992,Subjective message broadcasting,"Entertainment
Religious"
Noddy's Playtime,1992,"Educative message broadcasting
Licensed title","Entertainment
Education"
Quarky & Quaysoo's Turbo Science,1992,Educative message broadcasting,"Entertainment
Education"
Rodney's Funscreen,1992,Educative message broadcasting,"Entertainment
Education"
The Secret Island of Dr. Quandary,1992,Educative message broadcasting,"Entertainment
Education"
Sesame Street Countdown,1992,"Educative message broadcasting
Licensed title","Entertainment
Education"
Snap Dragon,1992,Educative message broadcasting,"Entertainment
Education"
Space Adventure,1992,Educative message broadcasting,"Entertainment
Education"
Stickybear: Reading,1992,"Educative message broadcasting
Licensed title","Entertainment
Education"
The Story of Jonah,1992,Subjective message broadcasting,"Entertainment
Religious"
The Story of Samson,1992,Subjective message broadcasting,"Entertainment
Religious"
Tom: Magic Picture Show,1992,Educative message broadcasting,"Entertainment
Education"
Where in the U.S.A. is Carmen Sandiego? (Enhanced),1992,Educative message broadcasting,"Entertainment
Education"
Classic Objection!,1992,"Educative message broadcasting
Training",Education
Chanakya,1992,Training,Education
Adventure Math: Medieval Times,1992,Training,Education
Cogito,1992,Educative message broadcasting,"Entertainment
Education"
Expert Common Knowledge,1992,"Educative message broadcasting
Training","Entertainment
Education
Ecology"
North Polar Expedition,1992,Educative message broadcasting,"Entertainment
Education
Ecology"
Scrabble,1992,"Educative message broadcasting
Licensed title","Entertainment
Education"
MegaBoy,1992,"Educative message broadcasting
Training",Education
Zool,1992,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Beer Trivia,1993,"Educative message broadcasting
Informative message broadcasting","Entertainment
Healthcare
Humanitarian & Caritative"
Reader Rabbit 2,1993,Educative message broadcasting,"Entertainment
Education"
Rex Ronan : Experimental Surgeon,1993,"Informative message broadcasting
Storytelling","Entertainment
Healthcare"
Super Solvers: Spellbound!,1993,Educative message broadcasting,"Entertainment
Education"
Bible Buffet,1993,Subjective message broadcasting,"Entertainment
Religious"
Chester Cheetah: Wild Wild Quest,1993,Marketing & Communication message broadcasting,"Entertainment
Advertising"
